physician_id,quarter,region,specialty,panel_size,years_experience,digital_engagement_score,rep_visits_per_quarter,formulary_access_pct,peer_influence_score,expected_scripts,actual_scripts,under_prescriber
686,2025-Q2,Midwest,Pulmonology,943,5,0.947,2,0.962,0.156,37.7,52.9,0
686,2025-Q3,Midwest,Pulmonology,943,5,0.947,2,0.962,0.156,37.7,34.3,0
686,2025-Q4,Midwest,Pulmonology,943,5,0.947,2,0.962,0.156,37.7,42.3,0
687,2023-Q1,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,49.0,0
687,2023-Q2,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,34.2,1
687,2023-Q3,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,42.9,1
687,2023-Q4,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,47.8,0
687,2024-Q1,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,51.0,0
687,2024-Q2,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,58.2,0
687,2024-Q3,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,47.4,0
687,2024-Q4,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,46.2,0
687,2025-Q1,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,48.6,0
687,2025-Q2,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,47.0,0
687,2025-Q3,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,51.9,0
687,2025-Q4,Southeast,Cardiology,1429,28,0.247,4,0.573,0.598,57.2,51.5,0
688,2023-Q1,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,32.0,0
688,2023-Q2,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,41.3,0
688,2023-Q3,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,28.0,0
688,2023-Q4,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,31.7,0
688,2024-Q1,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,25.7,0
688,2024-Q2,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,24.9,1
688,2024-Q3,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,28.4,0
688,2024-Q4,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,30.1,0
688,2025-Q1,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,30.3,0
688,2025-Q2,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,31.2,0
688,2025-Q3,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,23.9,1
688,2025-Q4,West,Pulmonology,853,10,0.101,4,0.739,0.232,34.1,29.2,0
689,2023-Q1,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,30.4,0
689,2023-Q2,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,24.1,0
689,2023-Q3,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,22.8,0
689,2023-Q4,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,31.5,0
689,2024-Q1,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,33.5,0
689,2024-Q2,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,22.5,0
689,2024-Q3,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,25.0,0
689,2024-Q4,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,30.0,0
689,2025-Q1,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,25.2,0
689,2025-Q2,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,28.1,0
689,2025-Q3,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,28.9,0
689,2025-Q4,Northeast,Primary Care,724,10,0.162,3,0.641,0.005,29.0,23.1,0
690,2023-Q1,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,62.4,0
690,2023-Q2,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,61.5,0
690,2023-Q3,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,62.4,0
690,2023-Q4,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,62.9,0
690,2024-Q1,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,49.4,0
690,2024-Q2,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,53.8,0
690,2024-Q3,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,52.1,0
690,2024-Q4,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,67.4,0
690,2025-Q1,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,71.4,0
690,2025-Q2,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,43.9,0
690,2025-Q3,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,70.7,0
690,2025-Q4,Midwest,Endocrinology,1197,2,0.941,4,0.612,0.867,47.9,60.1,0
691,2023-Q1,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,56.0,0
691,2023-Q2,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,61.7,0
691,2023-Q3,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,66.6,0
691,2023-Q4,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,48.7,0
691,2024-Q1,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,58.5,0
691,2024-Q2,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,48.4,0
691,2024-Q3,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,59.8,0
691,2024-Q4,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,74.8,0
691,2025-Q1,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,55.1,0
691,2025-Q2,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,70.7,0
691,2025-Q3,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,88.5,0
691,2025-Q4,Northeast,Pulmonology,1377,8,0.926,4,0.632,0.165,55.1,76.9,0
692,2023-Q1,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,46.0,0
692,2023-Q2,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,52.8,0
692,2023-Q3,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,52.5,0
692,2023-Q4,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,49.9,0
692,2024-Q1,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,50.4,0
692,2024-Q2,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,43.4,1
692,2024-Q3,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,53.6,0
692,2024-Q4,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,52.8,0
692,2025-Q1,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,47.1,0
692,2025-Q2,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,57.1,0
692,2025-Q3,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,60.3,0
692,2025-Q4,Southeast,Cardiology,1500,29,0.331,0,0.796,0.2,60.0,57.2,0
693,2023-Q1,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,56.9,0
693,2023-Q2,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,48.1,0
693,2023-Q3,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,65.6,0
693,2023-Q4,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,59.2,0
693,2024-Q1,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,69.3,0
693,2024-Q2,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,59.9,0
693,2024-Q3,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,58.0,0
693,2024-Q4,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,69.4,0
693,2025-Q1,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,46.7,0
693,2025-Q2,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,53.8,0
693,2025-Q3,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,51.5,0
693,2025-Q4,Southwest,Endocrinology,1234,12,0.505,5,0.944,0.344,49.4,41.9,0
694,2023-Q1,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,46.4,0
694,2023-Q2,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,40.5,0
694,2023-Q3,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,36.6,0
694,2023-Q4,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,33.6,0
694,2024-Q1,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,42.1,0
694,2024-Q2,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,37.5,0
694,2024-Q3,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,40.4,0
694,2024-Q4,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,39.4,0
694,2025-Q1,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,38.1,0
694,2025-Q2,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,42.6,0
694,2025-Q3,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,44.2,0
694,2025-Q4,West,Primary Care,1004,20,0.776,1,0.435,0.881,40.2,52.7,0
695,2023-Q1,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,43.0,1
695,2023-Q2,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,82.9,0
695,2023-Q3,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,73.2,0
695,2023-Q4,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,53.4,0
695,2024-Q1,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,77.3,0
695,2024-Q2,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,71.5,0
695,2024-Q3,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,73.7,0
695,2024-Q4,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,80.2,0
695,2025-Q1,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,74.2,0
695,2025-Q2,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,54.2,0
695,2025-Q3,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,68.2,0
695,2025-Q4,Southwest,Endocrinology,1757,8,0.587,1,0.896,0.118,70.3,52.7,1
696,2023-Q1,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,84.8,0
696,2023-Q2,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,85.7,0
696,2023-Q3,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,86.5,0
696,2023-Q4,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,69.2,0
696,2024-Q1,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,63.2,0
696,2024-Q2,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,60.8,0
696,2024-Q3,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,59.6,0
696,2024-Q4,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,70.9,0
696,2025-Q1,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,79.4,0
696,2025-Q2,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,84.0,0
696,2025-Q3,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,65.9,0
696,2025-Q4,Southwest,Cardiology,1689,33,0.417,5,0.596,0.086,67.6,70.4,0
697,2023-Q1,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,47.0,0
697,2023-Q2,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,51.0,0
697,2023-Q3,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,51.6,0
697,2023-Q4,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,55.9,0
697,2024-Q1,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,43.5,0
697,2024-Q2,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,57.4,0
697,2024-Q3,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,49.7,0
697,2024-Q4,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,46.6,0
697,2025-Q1,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,46.4,0
697,2025-Q2,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,43.7,0
697,2025-Q3,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,39.4,0
697,2025-Q4,Southeast,Neurology,977,15,0.798,4,0.968,0.775,39.1,53.6,0
698,2023-Q1,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,36.3,0
698,2023-Q2,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,32.7,0
698,2023-Q3,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,22.4,0
698,2023-Q4,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,28.6,0
698,2024-Q1,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,36.0,0
698,2024-Q2,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,37.2,0
698,2024-Q3,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,36.2,0
698,2024-Q4,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,30.1,0
698,2025-Q1,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,26.0,0
698,2025-Q2,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,30.8,0
698,2025-Q3,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,31.1,0
698,2025-Q4,West,Endocrinology,633,24,0.699,6,0.433,0.963,25.3,36.9,0
699,2023-Q1,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,31.6,1
699,2023-Q2,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,55.3,0
699,2023-Q3,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,29.7,1
699,2023-Q4,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,39.3,0
699,2024-Q1,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,50.5,0
699,2024-Q2,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,43.5,0
699,2024-Q3,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,34.0,1
699,2024-Q4,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,46.6,0
699,2025-Q1,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,44.0,0
699,2025-Q2,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,41.9,0
699,2025-Q3,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,39.0,0
699,2025-Q4,West,Endocrinology,1205,18,0.309,1,0.749,0.462,48.2,43.2,0
700,2023-Q1,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,66.8,0
700,2023-Q2,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,59.4,1
700,2023-Q3,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,44.9,1
700,2023-Q4,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,52.3,1
700,2024-Q1,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,66.3,0
700,2024-Q2,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,51.7,1
700,2024-Q3,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,65.6,0
700,2024-Q4,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,83.7,0
700,2025-Q1,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,64.5,0
700,2025-Q2,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,44.5,1
700,2025-Q3,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,52.0,1
700,2025-Q4,Southwest,Primary Care,2052,22,0.035,0,0.61,0.689,82.1,58.9,1
701,2023-Q1,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,59.2,0
701,2023-Q2,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,53.0,0
701,2023-Q3,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,39.1,0
701,2023-Q4,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,58.8,0
701,2024-Q1,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,61.3,0
701,2024-Q2,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,65.4,0
701,2024-Q3,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,49.1,0
701,2024-Q4,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,56.3,0
701,2025-Q1,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,56.4,0
701,2025-Q2,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,55.2,0
701,2025-Q3,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,55.4,0
701,2025-Q4,Southwest,Primary Care,1253,2,0.611,3,0.583,0.891,50.1,54.8,0
702,2023-Q1,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,53.2,0
702,2023-Q2,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,57.1,0
702,2023-Q3,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,51.6,0
702,2023-Q4,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,52.9,0
702,2024-Q1,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,56.6,0
702,2024-Q2,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,65.3,0
702,2024-Q3,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,49.3,0
702,2024-Q4,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,42.7,1
702,2025-Q1,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,52.1,0
702,2025-Q2,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,69.4,0
702,2025-Q3,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,42.8,1
702,2025-Q4,Southwest,Pulmonology,1459,9,0.431,1,0.646,0.346,58.4,58.6,0
703,2023-Q1,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,15.9,0
703,2023-Q2,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,14.7,0
703,2023-Q3,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,21.3,0
703,2023-Q4,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,18.2,0
703,2024-Q1,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,17.7,0
703,2024-Q2,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,18.3,0
703,2024-Q3,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,19.1,0
703,2024-Q4,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,17.4,0
703,2025-Q1,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,19.7,0
703,2025-Q2,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,16.4,0
703,2025-Q3,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,17.9,0
703,2025-Q4,Southeast,Neurology,372,27,0.68,5,0.88,0.694,14.9,13.6,0
704,2023-Q1,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,40.0,0
704,2023-Q2,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,36.0,0
704,2023-Q3,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,50.4,0
704,2023-Q4,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,43.3,0
704,2024-Q1,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,35.8,0
704,2024-Q2,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,38.8,0
704,2024-Q3,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,41.6,0
704,2024-Q4,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,40.2,0
704,2025-Q1,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,42.5,0
704,2025-Q2,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,41.2,0
704,2025-Q3,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,31.2,1
704,2025-Q4,West,Neurology,1138,14,0.028,2,0.968,0.302,45.5,26.0,1
705,2023-Q1,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,64.4,0
705,2023-Q2,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,74.5,0
705,2023-Q3,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,66.5,0
705,2023-Q4,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,68.9,0
705,2024-Q1,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,52.6,0
705,2024-Q2,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,80.3,0
705,2024-Q3,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,57.6,0
705,2024-Q4,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,47.5,0
705,2025-Q1,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,61.3,0
705,2025-Q2,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,43.7,0
705,2025-Q3,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,55.1,0
705,2025-Q4,Southeast,Pulmonology,1396,11,0.828,2,0.986,0.308,55.8,85.7,0
706,2023-Q1,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,34.2,0
706,2023-Q2,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,33.6,0
706,2023-Q3,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,32.5,0
706,2023-Q4,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,31.7,0
706,2024-Q1,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,31.5,0
706,2024-Q2,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,41.9,0
706,2024-Q3,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,32.5,0
706,2024-Q4,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,25.9,0
706,2025-Q1,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,30.0,0
706,2025-Q2,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,38.7,0
706,2025-Q3,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,33.8,0
706,2025-Q4,Midwest,Cardiology,700,26,0.947,3,0.996,0.417,28.0,34.3,0
707,2023-Q1,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,41.4,0
707,2023-Q2,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,44.7,0
707,2023-Q3,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,39.6,0
707,2023-Q4,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,37.9,0
707,2024-Q1,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,49.4,0
707,2024-Q2,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,43.8,0
707,2024-Q3,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,38.4,0
707,2024-Q4,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,36.9,0
707,2025-Q1,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,46.2,0
707,2025-Q2,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,41.2,0
707,2025-Q3,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,39.6,0
707,2025-Q4,West,Neurology,927,7,0.532,3,0.872,0.497,37.1,41.2,0
708,2023-Q1,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,53.5,0
708,2023-Q2,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,52.8,0
708,2023-Q3,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,50.8,0
708,2023-Q4,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,60.2,0
708,2024-Q1,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,42.5,0
708,2024-Q2,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,45.2,0
708,2024-Q3,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,44.8,0
708,2024-Q4,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,43.7,0
708,2025-Q1,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,32.2,1
708,2025-Q2,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,56.0,0
708,2025-Q3,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,39.0,0
708,2025-Q4,West,Endocrinology,1180,30,0.473,2,0.805,0.119,47.2,47.5,0
709,2023-Q1,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,63.9,0
709,2023-Q2,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,73.5,0
709,2023-Q3,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,78.3,0
709,2023-Q4,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,87.0,0
709,2024-Q1,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,63.1,0
709,2024-Q2,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,70.2,0
709,2024-Q3,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,84.3,0
709,2024-Q4,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,91.9,0
709,2025-Q1,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,63.9,0
709,2025-Q2,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,66.3,0
709,2025-Q3,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,76.8,0
709,2025-Q4,Southeast,Pulmonology,1573,17,0.785,4,0.812,0.045,62.9,67.8,0
710,2023-Q1,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,53.7,0
710,2023-Q2,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,46.8,0
710,2023-Q3,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,52.1,0
710,2023-Q4,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,46.5,0
710,2024-Q1,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,54.8,0
710,2024-Q2,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,37.4,1
710,2024-Q3,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,40.3,0
710,2024-Q4,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,37.3,1
710,2025-Q1,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,47.7,0
710,2025-Q2,Southeast,Cardiology,1285,22,0.325,3,0.651,0.026,51.4,36.3,1
